SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,group,genus_species,iucn_category,iucn_criteria,iucn_population_trend,iucn_published_year,iucn_weight
W-Bch-444119,155290,Alainodaeus,akiaki,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Crustaceans,Alainodaeus akiaki,NA,NA,NA,NA,NA
SLB-189547,155302,Alpheus,microscaphis,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Crustaceans,Alpheus microscaphis,NA,NA,NA,NA,NA
SLB-189567,155319,Bathynarius,albicinctus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Crustaceans,Bathynarius albicinctus,NA,NA,NA,NA,NA
W-Bch-444288,155382,Lioxanthodes,alcocki,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Crustaceans,Lioxanthodes alcocki,NA,NA,NA,NA,NA
SLB-189686,155421,Dardanus,robustus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Crustaceans,Dardanus robustus,NA,NA,NA,NA,NA
W-Bch-209147,155424,Domecia,glabra,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,Crustaceans,Domecia glabra,NA,NA,NA,NA,NA
W-Bch-440471,155433,Ethusina,microspina,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Dorippidae,Crustaceans,Ethusina microspina,NA,NA,NA,NA,NA
W-Msc-426493,155498,Conus,exiguus,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Gastropods,Conus exiguus,LC,NA,Unknown,2013,0
W-Bch-441170,155789,Heteronucia,venusta,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Crustaceans,Heteronucia venusta,NA,NA,NA,NA,NA
W-Bch-441579,155795,Hyastenus,uncifer,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Crustaceans,Hyastenus uncifer,NA,NA,NA,NA,NA
W-Bch-444275,155805,Lachnopodus,tahitensis,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Crustaceans,Lachnopodus tahitensis,NA,NA,NA,NA,NA
W-Bch-444419,155842,Lithoscaptus,paradoxus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Cryptochiridae,Crustaceans,Lithoscaptus paradoxus,NA,NA,NA,NA,NA
W-Msc-390711,155874,Parvamussium,undosum,NA,Animalia,Mollusca,Bivalvia,Ostreoida,Propeamussidae,Bivalves,Parvamussium undosum,NA,NA,NA,NA,NA
W-Msc-387649,155885,Anguipecten,pacificus,NA,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,Bivalves,Anguipecten pacificus,NA,NA,NA,NA,NA
SLB-190218,155903,Puerulus,richeri,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Crustaceans,Puerulus richeri,NA,NA,NA,NA,NA
SLB-190287,155948,Munida,pygmaea,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,Crustaceans,Munida pygmaea,NA,NA,NA,NA,NA
W-Bch-208997,155960,Neoliomera,richtersi,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Crustaceans,Neoliomera richtersi,NA,NA,NA,NA,NA
SLB-190334,155988,Pagurixus,tweediei,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Crustaceans,Pagurixus tweediei,NA,NA,NA,NA,NA
W-Bch-444448,155993,Epigrapsus,politus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Crustaceans,Epigrapsus politus,NA,NA,NA,NA,NA
W-Bch-558031,156001,Forestiana,scabra,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Crustaceans,Forestiana scabra,NA,NA,NA,NA,NA
SLB-190384,156019,Periclimenaeus,orbitocarinatus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Crustaceans,Periclimenaeus orbitocarinatus,NA,NA,NA,NA,NA
SLB-190397,156032,Petrolisthes,elegans,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Crustaceans,Petrolisthes elegans,NA,NA,NA,NA,NA
SLB-191950,161903,Galathea,ternatensis,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,Crustaceans,Galathea ternatensis,NA,NA,NA,NA,NA
W-Por-171132,162720,Callipelta,punctata,NA,Animalia,Porifera,Demospongiae,Lithistida,Neopeltidae,Sponges,Callipelta punctata,NA,NA,NA,NA,NA
SLB-192973,162834,Zoanthus,gigantus,NA,Animalia,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Corals,Zoanthus gigantus,NA,NA,NA,NA,NA
SLB-192977,162838,Palythoa,heliodiscus,NA,Animalia,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Corals,Palythoa heliodiscus,NA,NA,NA,NA,NA
SLB-193018,162861,Hydroides,longispinosus,NA,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Worms,Hydroides longispinosus,NA,NA,NA,NA,NA
W-Por-171048,163001,Trachycladus,laevispirulifer,NA,Animalia,Porifera,Demospongiae,Hadromerida,Trachycladidae,Sponges,Trachycladus laevispirulifer,NA,NA,NA,NA,NA
W-Por-164837,163002,Agelas,novaecaledoniae,NA,Animalia,Porifera,Demospongiae,Agelasida,Agelasidae,Sponges,Agelas novaecaledoniae,NA,NA,NA,NA,NA
W-Por-164857,163003,Stromatospongia,micronesica,NA,Animalia,Porifera,Demospongiae,Agelasida,Astroscleridae,Sponges,Stromatospongia micronesica,NA,NA,NA,NA,NA
W-Hyd-290000,77197,Gonaxia,compacta,NA,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Hydrozoans,Gonaxia compacta,NA,NA,NA,NA,NA
W-Por-164888,163081,Acanthodendrilla,australis,NA,Animalia,Porifera,Demospongiae,Dendroceratida,Dictyodendrillidae,Sponges,Acanthodendrilla australis,NA,NA,NA,NA,NA
W-Por-164489,163092,Leucascandra,caveolata,NA,Animalia,Porifera,Calcarea,Leucosolenida,Jenkinidae,Sponges,Leucascandra caveolata,NA,NA,NA,NA,NA
W-Por-168162,163130,Ceratopsion,palmatum,NA,Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,Sponges,Ceratopsion palmatum,NA,NA,NA,NA,NA
W-Por-165369,163143,Petrosaspongia,nigra,NA,Animalia,Porifera,Demospongiae,Dictyoceratida,Thorectidae,Sponges,Petrosaspongia nigra,NA,NA,NA,NA,NA
W-Oct-289047,163263,Dendronephthya,koellikeri,NA,Animalia,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Corals,Dendronephthya koellikeri,NA,NA,NA,NA,NA
W-Bch-442914,163813,Thalamita,rubridens,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Crustaceans,Thalamita rubridens,NA,NA,NA,NA,NA
W-Msc-216248,163820,Nerita,textilis,textile nerite,Animalia,Mollusca,Gastropoda,Neritopsina,Neritidae,Gastropods,Nerita textilis,NA,NA,NA,NA,NA
W-Msc-546926,163903,Monodonta,nebulosa,top shell,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,Gastropods,Monodonta nebulosa,NA,NA,NA,NA,NA
W-Msc-385223,164551,Alcithoe,aillaudorum,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Gastropods,Alcithoe aillaudorum,NA,NA,NA,NA,NA
Kew-293259,2380932,Thalassodendron,ciliatum,NA,Plantae,Tracheophyta,Equisetopsida,Alismatales,Cymodoceaceae,Seagrasses,Thalassodendron ciliatum,LC,NA,Unknown,2010,0
W-Ase-254925,2380959,Goniodiscaster,forficulatus,NA,Animalia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Echinoderms,Goniodiscaster forficulatus,NA,NA,NA,NA,NA
W-Bch-444133,2381171,Epistocavea,mururoa,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Crustaceans,Epistocavea mururoa,NA,NA,NA,NA,NA
W-Bch-444134,2381175,Euxanthus,huonii,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Crustaceans,Euxanthus huonii,NA,NA,NA,NA,NA
W-Msc-208304,2381343,Vexillum,melongena,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Gastropods,Vexillum melongena,NA,NA,NA,NA,NA
W-Msc-139994,699,Flabellina,pellucida,pellucid aeolis,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Gastropods,Flabellina pellucida,NA,NA,NA,NA,NA
W-Msc-139343,1272,Pleurotomella,benedicti,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Gastropods,Pleurotomella benedicti,NA,NA,NA,NA,NA
SLB-74126,1440,Kurtziella,citronella,yellow mangelia,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Gastropods,Kurtziella citronella,NA,NA,NA,NA,NA
SLB-73939,1674,Benthomangelia,bandella,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Gastropods,Benthomangelia bandella,NA,NA,NA,NA,NA
W-Msc-138870,1698,Buccinum,nivale,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Gastropods,Buccinum nivale,NA,NA,NA,NA,NA
SLB-77354,1721,Chromodoris,kempfi,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Gastropods,Chromodoris kempfi,NA,NA,NA,NA,NA
W-Msc-160198,1724,Chrysallida,cancellata,NA,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Gastropods,Chrysallida cancellata,NA,NA,NA,NA,NA
W-Msc-160203,1733,Circulus,liratus,NA,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Vitrinellidae,Gastropods,Circulus liratus,NA,NA,NA,NA,NA
SLB-72364,1879,Lithopoma,gibberosa,red turban,Animalia,Mollusca,Gastropoda,Patellogastropoda,Turbinidae,Gastropods,Lithopoma gibberosa,NA,NA,NA,NA,NA
SLB-77073,1912,Dendropoma,exsertum,NA,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Vermetidae,Gastropods,Dendropoma exsertum,NA,NA,NA,NA,NA
SLB-74713,1918,Dermomurex,abyssicola,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Gastropods,Dermomurex abyssicola,NA,NA,NA,NA,NA
SLB-78001,2074,Helminthope,psammobionta,NA,Animalia,Mollusca,Gastropoda,Rhodopemorpha,Rhodopidae,Gastropods,Helminthope psammobionta,NA,NA,NA,NA,NA
W-Msc-140974,2323,Odostomella,doliolum,NA,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Gastropods,Odostomella doliolum,NA,NA,NA,NA,NA
SLB-74604,2364,Prunum,torticulum,knave marginella,Animalia,Mollusca,Gastropoda,Neogastropoda,Marginellidae,Gastropods,Prunum torticulum,NA,NA,NA,NA,NA
W-Msc-180877,2557,Anatoma,alta,NA,Animalia,Mollusca,Gastropoda,Vetigastropoda,Anatomidae,Gastropods,Anatoma alta,NA,NA,NA,NA,NA
SLB-71947,2594,Puncturella,sportella,NA,Animalia,Mollusca,Gastropoda,Patellogastropoda,Fissurellidae,Gastropods,Puncturella sportella,NA,NA,NA,NA,NA
W-Msc-419332,2606,Puncturella,antillana,NA,Animalia,Mollusca,Gastropoda,Patellogastropoda,Fissurellidae,Gastropods,Puncturella antillana,NA,NA,NA,NA,NA
W-Msc-141283,2739,Frigidoalvania,janmayeni,Jan Mayen alvania,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Rissoidae,Gastropods,Frigidoalvania janmayeni,NA,NA,NA,NA,NA
W-Msc-254378,2905,Pyrulofusus,deformis,warped whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Gastropods,Pyrulofusus deformis,NA,NA,NA,NA,NA
W-Msc-416755,2919,Vexillum,radix,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Gastropods,Vexillum radix,NA,NA,NA,NA,NA
W-Msc-419415,3017,Calliostoma,fascinans,enchanting topsnail,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Calliostomatidae,Gastropods,Calliostoma fascinans,NA,NA,NA,NA,NA
W-Msc-532283,3031,Calliostoma,aurora,NA,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Calliostomatidae,Gastropods,Calliostoma aurora,NA,NA,NA,NA,NA
W-Msc-139701,3169,Opalia,acus,NA,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Epitoniidae,Gastropods,Opalia acus,NA,NA,NA,NA,NA
SLB-75788,3188,Opalia,borealis,boreal wentletrap,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Epitoniidae,Gastropods,Opalia borealis,NA,NA,NA,NA,NA
W-Msc-159951,3199,Acirsa,borealis,chalky wentletrap,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Epitoniidae,Gastropods,Acirsa borealis,NA,NA,NA,NA,NA
SLB-77137,3850,Macromphalina,floridana,NA,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Vitrinellidae,Gastropods,Macromphalina floridana,NA,NA,NA,NA,NA
W-Msc-419586,4033,Caecum,condylum,bone caecum,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Caecidae,Gastropods,Caecum condylum,NA,NA,NA,NA,NA
SLB-75882,4174,Pelseneeria,stimpsonii,NA,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Eulimidae,Gastropods,Pelseneeria stimpsonii,NA,NA,NA,NA,NA
SLB-76464,4668,Fossarus,bellus,beautiful fossarus,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Planaxidae,Gastropods,Fossarus bellus,NA,NA,NA,NA,NA
SLB-75917,4682,Sabia,conica,NA,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Hipponicidae,Gastropods,Sabia conica,NA,NA,NA,NA,NA
SLB-74889,4897,Nassarius,antillarum,Antilles nassa,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Gastropods,Nassarius antillarum,NA,NA,NA,NA,NA
SLB-74820,5202,Pterotyphis,triangularis,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Gastropods,Pterotyphis triangularis,NA,NA,NA,NA,NA
W-Msc-138855,5423,Beringius,turtoni,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Gastropods,Beringius turtoni,NA,NA,NA,NA,NA
W-Msc-420056,5517,Busycotypus,plagosus,shouldered pearwhelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Gastropods,Busycotypus plagosus,NA,NA,NA,NA,NA
W-Msc-383284,5567,Scaphella,evelina,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Gastropods,Scaphella evelina,NA,NA,NA,NA,NA
W-Msc-434331,5649,Mangelia,ceroplasta,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Gastropods,Mangelia ceroplasta,NA,NA,NA,NA,NA
W-Msc-434039,5882,Inodrillia,miamia,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Gastropods,Inodrillia miamia,NA,NA,NA,NA,NA
SLB-111668,6055,Scaphander,bathymophila,NA,Animalia,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Gastropods,Scaphander bathymophila,NA,NA,NA,NA,NA
W-Msc-433946,6101,Gymnobela,agassizii,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Gastropods,Gymnobela agassizii,NA,NA,NA,NA,NA
SLB-73448,6893,Turbonilla,unilirata,NA,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Gastropods,Turbonilla unilirata,NA,NA,NA,NA,NA
W-Msc-510959,6994,Bullina,exquisita,exquisite bubble,Animalia,Mollusca,Gastropoda,Cephalaspidea,Bullinidae,Gastropods,Bullina exquisita,NA,NA,NA,NA,NA
SLB-109056,7159,Bulla,eburneola,NA,Animalia,Mollusca,Gastropoda,Cephalaspidea,Bullidae,Gastropods,Bulla eburneola,NA,NA,NA,NA,NA
W-Msc-140224,7276,Limacina,helicoides,NA,Animalia,Mollusca,Gastropoda,Thecosomata,Limacinidae,Gastropods,Limacina helicoides,NA,NA,NA,NA,NA
SLB-5836,8916,Aora,kergueleni,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Aoridae,Crustaceans,Aora kergueleni,NA,NA,NA,NA,NA
W-Iso-255795,8960,Antennuloniscus,dimeroceras,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Crustaceans,Antennuloniscus dimeroceras,NA,NA,NA,NA,NA
SLB-7296,8979,Stomacontion,acutibasalis,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Crustaceans,Stomacontion acutibasalis,NA,NA,NA,NA,NA
ITS-202969,9564,Adeliella,laticornis,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Crustaceans,Adeliella laticornis,NA,NA,NA,NA,NA
W-Iso-258090,9727,Astrurus,crucicauda,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Munnidae,Crustaceans,Astrurus crucicauda,NA,NA,NA,NA,NA
SLB-13566,9744,Chaetarcturus,aculeatus,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Arcturidae,Crustaceans,Chaetarcturus aculeatus,NA,NA,NA,NA,NA
W-Iso-260323,11193,Euidotea,bakeri,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Crustaceans,Euidotea bakeri,NA,NA,NA,NA,NA
W-Iso-255758,11862,Eurycope,sarsi,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Eurycopidae,Crustaceans,Eurycope sarsi,NA,NA,NA,NA,NA
W-Iso-258353,12304,Mesanthura,punctillata,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Anthuridae,Crustaceans,Mesanthura punctillata,NA,NA,NA,NA,NA
W-Iso-256069,12357,Joeropsis,patagoniensis,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Joeropsididae,Crustaceans,Joeropsis patagoniensis,NA,NA,NA,NA,NA
W-Iso-260938,12623,Leptoserolis,sheppardae,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Serolidae,Crustaceans,Leptoserolis sheppardae,NA,NA,NA,NA,NA
W-Iso-255333,12962,Pseudione,tattersalli,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Bopyridae,Crustaceans,Pseudione tattersalli,NA,NA,NA,NA,NA
SLB-13623,13095,Neastacilla,marionensis,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Arcturidae,Crustaceans,Neastacilla marionensis,NA,NA,NA,NA,NA
W-Iso-261973,13172,Pentidotea,australis,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Crustaceans,Pentidotea australis,NA,NA,NA,NA,NA
W-Iso-256656,13440,Natatolana,boko,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Crustaceans,Natatolana boko,NA,NA,NA,NA,NA
W-Iso-261807,13584,Paracassidina,munna,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Crustaceans,Paracassidina munna,NA,NA,NA,NA,NA
W-Iso-261823,13600,Paracerceis,glynni,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Crustaceans,Paracerceis glynni,NA,NA,NA,NA,NA
W-Iso-119035,14183,Saduria,megalura,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Crustaceans,Saduria megalura,NA,NA,NA,NA,NA
W-Iso-263447,14353,Synischia,levidensis,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Crustaceans,Synischia levidensis,NA,NA,NA,NA,NA
ITS-552921,14781,Nephropsis,occidentalis,Pacific lobsterette,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Crustaceans,Nephropsis occidentalis,LC,NA,Unknown,2011,0
ITS-552933,14792,Metanephrops,australiensis,northwest lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Crustaceans,Metanephrops australiensis,LC,NA,Decreasing,2011,0
ITS-552938,14797,Metanephrops,mozambicus,African lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Crustaceans,Metanephrops mozambicus,LC,NA,Stable,2011,0
ITS-552944,14803,Metanephrops,thomsoni,red-banded lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Crustaceans,Metanephrops thomsoni,DD,NA,Unknown,2011,NA
ITS-552955,14808,Jasus,paulensis,St. Paul rock lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Crustaceans,Jasus paulensis,DD,NA,Decreasing,2011,NA
SLB-11886,14856,Metapenaeopsis,miersi,Miers shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Crustaceans,Metapenaeopsis miersi,NA,NA,NA,NA,NA
SLB-11556,15027,Palinustus,waguensis,Japanese blunthorn lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Crustaceans,Palinustus waguensis,LC,NA,Unknown,2011,0
ITS-553012,15062,Ibacus,ciliatus,Japanese fan lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Crustaceans,Ibacus ciliatus,DD,NA,Unknown,2011,NA
ITS-553016,15066,Parribacus,holthuisi,red-spotted mitten lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Crustaceans,Parribacus holthuisi,DD,NA,Unknown,2011,NA
ITS-553019,15069,Parribacus,scarlatinus,marbled mitten lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Crustaceans,Parribacus scarlatinus,DD,NA,Unknown,2011,NA
ITS-553026,15076,Eduarctus,aesopius,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Crustaceans,Eduarctus aesopius,LC,NA,Unknown,2011,0
ITS-553036,15086,Petrarctus,demani,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Crustaceans,Petrarctus demani,LC,NA,Stable,2011,0
ITS-553043,15093,Eduarctus,modestus,slipper lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Crustaceans,Eduarctus modestus,LC,NA,Unknown,2011,0
ITS-553070,15115,Upogebia,wuhsienweni,Chinese mud lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Crustaceans,Upogebia wuhsienweni,NA,NA,NA,NA,NA
ITS-564778,15204,Parascytoleptus,tridens,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Axiidae,Crustaceans,Parascytoleptus tridens,NA,NA,NA,NA,NA
ITS-564810,15235,Ambiaxius,alcocki,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Calocarididae,Crustaceans,Ambiaxius alcocki,NA,NA,NA,NA,NA
W-Iso-156211,15380,Ligia,italica,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Crustaceans,Ligia italica,NA,NA,NA,NA,NA
ITS-612449,18882,Periclimenes,kempi,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Crustaceans,Periclimenes kempi,NA,NA,NA,NA,NA
ITS-612451,18884,Cuapetes,kororensis,mushroom coral ghost shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Crustaceans,Cuapetes kororensis,NA,NA,NA,NA,NA
ITS-612516,18959,Periclimenes,uniunguiculatus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Crustaceans,Periclimenes uniunguiculatus,NA,NA,NA,NA,NA
ITS-612527,18970,Philarius,lifuensis,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Crustaceans,Philarius lifuensis,NA,NA,NA,NA,NA
SLB-6185,19054,Monocorophium,acherusicum,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Crustaceans,Monocorophium acherusicum,NA,NA,NA,NA,NA
ITS-612224,19119,Anchistus,custoides,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Crustaceans,Anchistus custoides,NA,NA,NA,NA,NA
ITS-612322,19217,Paranchistus,pycnodontae,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Crustaceans,Paranchistus pycnodontae,NA,NA,NA,NA,NA
ITS-612424,19318,Periclimenes,foveolatus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Crustaceans,Periclimenes foveolatus,NA,NA,NA,NA,NA
W-Bch-442699,19477,Chaceon,granulatus,Japanese golden crab,Animalia,Arthropoda,Malacostraca,Decapoda,Geryonidae,Crustaceans,Chaceon granulatus,NA,NA,NA,NA,NA
SLB-7914,19770,Eudevenopus,metagracilis,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Platyischnopidae,Crustaceans,Eudevenopus metagracilis,NA,NA,NA,NA,NA
ITS-657025,20402,Ventiella,sulfuris,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Crustaceans,Ventiella sulfuris,NA,NA,NA,NA,NA
ITS-660135,20666,Munidopsis,alvisca,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Galatheidae,Crustaceans,Munidopsis alvisca,NA,NA,NA,NA,NA
W-Bch-440999,20672,Thyraplax,cooki,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Goneplacidae,Crustaceans,Thyraplax cooki,NA,NA,NA,NA,NA
ITS-659970,20948,Hippolyte,ventricosa,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Crustaceans,Hippolyte ventricosa,NA,NA,NA,NA,NA
W-Bch-444036,21384,Gaillardiellus,superciliaris,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Crustaceans,Gaillardiellus superciliaris,NA,NA,NA,NA,NA
ITS-90125,21636,Pseudomma,nanum,NA,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Crustaceans,Pseudomma nanum,NA,NA,NA,NA,NA
SLB-174044,21702,Erythrops,neapolitana,NA,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Crustaceans,Erythrops neapolitana,NA,NA,NA,NA,NA
ITS-90216,21720,Siriella,clausi,NA,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Crustaceans,Siriella clausi,NA,NA,NA,NA,NA
ITS-90565,22129,Hemimysis,speluncola,NA,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Crustaceans,Hemimysis speluncola,NA,NA,NA,NA,NA
ITS-90569,22133,Hemimysis,abyssicola,NA,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Crustaceans,Hemimysis abyssicola,NA,NA,NA,NA,NA
SLB-174063,22229,Paraleptomysis,apiops,NA,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Crustaceans,Paraleptomysis apiops,NA,NA,NA,NA,NA
W-Iso-255511,23146,Eisothistos,petrensis,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Expanathuridae,Crustaceans,Eisothistos petrensis,NA,NA,NA,NA,NA
W-Iso-257081,23253,Sphaeroma,terebrans,wood-boring isopod,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Crustaceans,Sphaeroma terebrans,NA,NA,NA,NA,NA
ITS-95824,25235,Metapenaeus,insolitus,Emerald shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Crustaceans,Metapenaeus insolitus,NA,NA,NA,NA,NA
ITS-95871,25408,Parapenaeopsis,nana,dwarf shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Crustaceans,Parapenaeopsis nana,NA,NA,NA,NA,NA
W-Msc-399154,162987,Gemixystus,leptos,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Gastropods,Gemixystus leptos,NA,NA,NA,NA,NA
