feature,absolute_held,relative_held
_area_km2,212198694.92354414,0.2500029580547832
bio_vgpm,7607521.950622559,0.30001374157629307
groups01_nspp_bivalves,13247.593850195408,0.4713305729147705
groups01_nspp_bony.fishes,6294283.18699646,0.3000181500572854
groups01_nspp_cetaceans,316046.4121853113,0.3157545009344386
groups01_nspp_chitons,1558.3991165161133,0.458440882721091
groups01_nspp_corals,25745.099117457867,0.42752500766622076
groups01_nspp_crustaceans,481170.30056238174,0.32462805973372866
groups01_nspp_echinoderms,32447.54663580656,0.3996829910922287
groups01_nspp_euphausiids,4709.988325476646,0.30002460534020364
groups01_nspp_forams,807.6139780282974,0.6569624016148375
groups01_nspp_gastropods,31999.833918213844,0.45111620341645853
groups01_nspp_hydrozoans,16219.383981823921,0.4833729488198305
groups01_nspp_non.squid.cephalopods,194678.07679140568,0.3336470507710342
groups01_nspp_other,101449.21183377504,0.34700542704934517
groups01_nspp_pinnipeds,11170.525931119919,0.3000379588927745
groups01_nspp_reptiles,9569.8744430542,0.38040780005718317
groups01_nspp_sea.spiders,82613.44000124931,0.40193872529476443
groups01_nspp_seagrasses,15.283766388893127,0.3129871920264561
groups01_nspp_sharks.n.rays,238294.6349785328,0.3225698406210833
groups01_nspp_sponges,4087.9462570548058,0.5376193534530759
groups01_nspp_tunas.n.billfishes,190228.13685548306,0.30004128639662475
groups01_nspp_tunicates,197161.3192139268,0.3833586369026851
groups01_nspp_worms,85344.80880260468,0.4276470781710999
rls_all,701904.0923714638,0.3112343472738918
phys_seamounts_0to200m,174,0.6566037735849056
phys_seamounts_gt200to800m,5397,0.3252968476885058
phys_seamounts_gt800m,73,0.6347826086956522
phys_vents,368,0.5242165242165242
scapes_hetero,119034.17575907707,0.30000145074591933
