feature,absolute_held,relative_held
_area_km2,49683343.491061844,0.22406920916749706
bio_vgpm,7790194.67988205,0.3000170604842568
X2100_nspp_bivalves,29614.400988578796,0.4118659712333921
X2100_nspp_bony.fishes,5041236.145523071,0.30990553844043517
X2100_nspp_cephalopods,33202.03988444805,0.4599945322646102
X2100_nspp_cetaceans,339349.6528338194,0.33099013692027296
X2100_nspp_chitons,2484.3239678144455,0.532219135185975
X2100_nspp_corals,69291.31205999851,0.34732920571843307
X2100_nspp_crustaceans,553755.4248156548,0.3262227552593943
X2100_nspp_echinoderms,44059.30629438162,0.3612702608535546
X2100_nspp_euphausiids,4324.648323833942,0.5480600673270574
X2100_nspp_forams,792.0363112688065,0.3930473802946939
X2100_nspp_gastropods,49828.00890338421,0.5036935182258273
X2100_nspp_hydrozoans,42969.113619446754,0.3840821227741764
X2100_nspp_jellyfish,7243.5558359622955,0.3208091402655584
X2100_nspp_other,116778.74348020554,0.35550745711363463
X2100_nspp_pinnipeds,19369.877999663353,0.300020638839055
X2100_nspp_reptiles,2514.2247343063354,0.35698659455247606
X2100_nspp_sea.spiders,104981.4690374136,0.3636175302171515
X2100_nspp_seagrasses,75.85394155979156,1
X2100_nspp_sharks.n.rays,276755.8507344723,0.31687685158065687
X2100_nspp_sponges,10009.93776756525,0.39220398123590866
X2100_nspp_tunas.n.billfishes,183171.8973953724,0.30000808194195105
X2100_nspp_tunicates,235543.62218672037,0.3833665630274611
X2100_nspp_worms,98123.14716207981,0.4528128385350518
rls_all_future,824321.8051139743,0.30001881168544714
phys_seamounts_gt200to800m,145,0.5291970802919708
phys_seamounts_gt800m,5046,0.3
phys_seamounts_0to200m,57,0.48717948717948717
phys_vents,88,0.3087719298245614
scapes_hetero,123494.94768953323,0.30000691673562296
