feature,absolute_held,relative_held
_area_km2,212198694.92354414,0.3485180145536296
bio_vgpm,9544919.28553772,0.37641783572685544
nspp_bivalves,9670.58636379242,0.3440657271660555
nspp_chitons,1460.2394205331802,0.42956482831556064
nspp_coastal.fishes,6788829.779709816,0.32359080312277233
nspp_corals,21360.568796515465,0.35471517498616034
nspp_crustaceans,505785.06968414783,0.3412347470780085
nspp_echinoderms,31346.2972189188,0.38611800062251606
nspp_euphausiids,5544.0171003341675,0.35315194594644145
nspp_gastropods,25686.13519513607,0.3621091227937986
nspp_hydrozoans,11779.425755143166,0.3510525288166659
nspp_non.squid.cephalopods,216456.32738256454,0.3709714850394
nspp_pinnipeds,15529.611696362495,0.41712207862954376
nspp_reptiles,7552.01623570919,0.3001968206915578
nspp_sea.spiders,75728.30807769299,0.3684405299793452
nspp_seagrasses,17.09380042552948,0.3500538061177849
nspp_sharks,234571.15020346642,0.31752950939182
nspp_sponges,2509.6027220487595,0.33004616695327677
nspp_tunas.n.billfishes,190207.02710354328,0.3000079906012066
nspp_tunicates,211637.85558444262,0.4115066796942403
nspp_worms,34538.1439627409,0.3965911733082874
rls_bivalves,57.916473627090454,0.6599450557475338
rls_coastal.fishes,78179.01809072495,0.3896768447276032
rls_corals,1153.5416898727417,0.4376977326471519
rls_echinoderms,195.52731275558472,0.4695512405274299
rls_non.squid.cephalopods,110,0.3005464480874317
rls_pinnipeds,954.5501680374146,0.40748799331409213
rls_reptiles,15084.45070552826,0.3000139068021763
rls_sharks,301079.20641827583,0.3167469355765731
rls_tunas.n.billfishes,189009.0253405571,0.38063719923312284
phys_seamounts_0to200m,109,0.41132075471698115
phys_seamounts_gt200to800m,6153,0.3708637212946778
phys_seamounts_gt800m,38,0.33043478260869563
phys_vents,368,0.5242165242165242
scapes_hetero,135571.09542179108,0.34167939624389204
Arctic,405,0.3002223869532987
Indian,5604,0.3
N_Atlantic,4386,0.47950147589373565
N_Pacific,5411,0.3000277238702523
S_Atlantic,4455,0.37090999916742984
S_Pacific,7684,0.3792507773555106
Southern,1510,0.30007949125596184
